@relation 'job_change_data_scientist-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,13-weka.filters.unsupervised.attribute.NumericToBinary-R13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,14,13-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.Remove-R9-10'

@attribute city {city_103,city_40,city_21,city_115,city_162,city_176,city_160,city_46,city_61,city_114,city_13,city_159,city_102,city_67,city_100,city_16,city_71,city_104,city_64,city_101,city_83,city_105,city_73,city_75,city_41,city_11,city_93,city_90,city_36,city_20,city_57,city_152,city_19,city_65,city_74,city_173,city_136,city_98,city_97,city_50,city_138,city_82,city_157,city_89,city_150,city_70,city_175,city_94,city_28,city_59,city_165,city_145,city_142,city_26,city_12,city_37,city_43,city_116,city_23,city_99,city_149,city_10,city_45,city_80,city_128,city_158,city_123,city_7,city_72,city_106,city_143,city_78,city_109,city_24,city_134,city_48,city_144,city_91,city_146,city_133,city_126,city_118,city_9,city_167,city_27,city_84,city_54,city_39,city_79,city_76,city_77,city_81,city_131,city_44,city_117,city_155,city_33,city_141,city_127,city_62,city_53,city_25,city_2,city_69,city_120,city_111,city_30,city_1,city_140,city_179,city_55,city_14,city_42,city_107,city_18,city_139,city_180,city_166,city_121,city_129,city_8,city_31,city_171}
@attribute city_development_index numeric
@attribute gender {Male,Female,Other}
@attribute relevent_experience {'Has relevent experience','No relevent experience'}
@attribute enrolled_university {no_enrollment,'Full time course','Part time course'}
@attribute education_level {Graduate,Masters,'High School',Phd,'Primary School'}
@attribute major_discipline {STEM,'Business Degree',Arts,Humanities,'No Major',Other}
@attribute experience {>20,15,5,<1,11,13,7,17,2,16,1,4,10,14,18,19,12,3,6,9,8,20}
@attribute training_hours numeric
@attribute target_binarized {0,1}

@data
city_134,0.698,Male,'No relevent experience','Full time course','High School',STEM,3,51,0
city_100,0.887,Female,'No relevent experience','Full time course','High School',STEM,1,31,0
city_114,0.926,Male,'Has relevent experience','Part time course',Graduate,STEM,4,12,0
city_36,0.893,Male,'No relevent experience',no_enrollment,Masters,STEM,4,88,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,7,55,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,Other,20,59,0
city_28,0.939,Male,'No relevent experience','Full time course','High School',STEM,3,36,0
city_126,0.479,Male,'No relevent experience',no_enrollment,'Primary School',STEM,>20,222,0
city_41,0.827,Male,'No relevent experience',no_enrollment,'High School',STEM,3,28,0
city_21,0.624,Male,'No relevent experience','Part time course','High School',STEM,1,96,0
city_19,0.682,Male,'Has relevent experience',no_enrollment,Graduate,STEM,10,24,0
city_70,0.698,Male,'No relevent experience',no_enrollment,Graduate,Humanities,3,113,0
city_67,0.855,Male,'Has relevent experience',no_enrollment,Masters,STEM,18,64,0
city_73,0.754,Other,'Has relevent experience','Part time course','High School',STEM,10,22,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,8,81,0
city_16,0.91,Male,'No relevent experience','Full time course','High School',STEM,3,51,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,136,0
city_12,0.64,Male,'Has relevent experience',no_enrollment,Graduate,Arts,8,6,0
city_114,0.926,Female,'Has relevent experience',no_enrollment,Graduate,STEM,8,18,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,5,107,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,26,0
city_103,0.92,Male,'Has relevent experience','Full time course','High School',STEM,8,276,0
city_75,0.939,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,34,0
city_33,0.448,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,74,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,Other,5,54,0
city_21,0.624,Male,'Has relevent experience','Full time course',Graduate,STEM,2,83,0
city_136,0.897,Male,'No relevent experience',no_enrollment,Masters,Humanities,10,97,0
city_102,0.804,Male,'Has relevent experience','Part time course',Graduate,Humanities,3,56,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,2,134,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,34,0
city_115,0.789,Female,'No relevent experience',no_enrollment,Graduate,STEM,17,40,0
city_136,0.897,Male,'No relevent experience','Full time course',Graduate,STEM,5,47,0
city_103,0.92,Female,'No relevent experience',no_enrollment,Phd,STEM,>20,26,0
city_115,0.789,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,10,0
city_11,0.55,Male,'No relevent experience','Full time course',Masters,STEM,1,42,0
city_10,0.895,Male,'No relevent experience',no_enrollment,Graduate,STEM,3,4,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,42,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,4,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,88,0
city_75,0.939,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,91,0
city_83,0.923,Female,'No relevent experience',no_enrollment,Masters,STEM,7,10,0
city_19,0.682,Male,'Has relevent experience',no_enrollment,Graduate,STEM,12,19,0
city_99,0.915,Male,'Has relevent experience',no_enrollment,Masters,STEM,12,17,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,10,14,0
city_21,0.624,Male,'Has relevent experience','Full time course',Masters,STEM,4,42,0
city_97,0.925,Male,'Has relevent experience',no_enrollment,Masters,STEM,14,138,0
city_97,0.925,Male,'Has relevent experience',no_enrollment,Masters,STEM,15,54,0
city_102,0.804,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,10,0
city_114,0.926,Female,'Has relevent experience',no_enrollment,Masters,STEM,11,16,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,3,16,0
city_138,0.836,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,35,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,STEM,10,50,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,4,17,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Phd,STEM,>20,31,0
city_16,0.91,Female,'No relevent experience',no_enrollment,Graduate,STEM,9,206,0
city_10,0.895,Other,'No relevent experience','Full time course',Masters,STEM,3,105,0
city_118,0.722,Female,'Has relevent experience',no_enrollment,Graduate,STEM,>20,36,0
city_149,0.689,Male,'No relevent experience',no_enrollment,Graduate,STEM,4,16,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,17,14,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,17,163,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Masters,STEM,16,52,0
city_114,0.926,Male,'No relevent experience','Full time course','High School',STEM,6,61,0
city_36,0.893,Male,'Has relevent experience','Part time course',Graduate,STEM,>20,224,0
city_71,0.884,Male,'No relevent experience',no_enrollment,'Primary School',STEM,4,97,0
city_114,0.926,Male,'No relevent experience','Full time course','High School',STEM,1,21,0
city_61,0.913,Male,'No relevent experience','Full time course',Graduate,Humanities,1,25,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,11,129,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,10,129,0
city_21,0.624,Male,'No relevent experience','Full time course','High School',STEM,5,53,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,154,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,52,0
city_103,0.92,Male,'Has relevent experience','Part time course',Graduate,STEM,14,105,0
city_57,0.866,Male,'No relevent experience','Full time course',Graduate,STEM,8,111,0
city_36,0.893,Male,'Has relevent experience',no_enrollment,Graduate,STEM,17,62,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,Humanities,2,82,0
city_101,0.558,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,136,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,11,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,12,26,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,5,69,0
city_101,0.558,Male,'No relevent experience','Full time course',Graduate,STEM,2,46,0
city_104,0.924,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,126,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,13,48,0
city_27,0.848,Male,'Has relevent experience',no_enrollment,Graduate,Other,3,32,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,11,0
city_114,0.926,Male,'No relevent experience',no_enrollment,Masters,STEM,14,36,0
city_61,0.913,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,99,0
city_116,0.743,Male,'Has relevent experience',no_enrollment,Masters,STEM,1,2,0
city_65,0.802,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,102,0
city_28,0.939,Male,'Has relevent experience',no_enrollment,Masters,STEM,7,21,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,7,108,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,76,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,11,104,0
city_16,0.91,Female,'No relevent experience','Full time course',Masters,STEM,15,33,0
city_98,0.949,Male,'No relevent experience',no_enrollment,Graduate,STEM,14,70,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Masters,STEM,19,108,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,14,75,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Phd,STEM,>20,43,0
city_114,0.926,Male,'Has relevent experience','Part time course',Graduate,STEM,9,77,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Masters,STEM,9,4,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,7,0
city_21,0.624,Male,'Has relevent experience','Full time course',Graduate,STEM,5,40,0
city_83,0.923,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,45,0
city_20,0.796,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,54,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,145,0
city_71,0.884,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,21,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,14,72,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,Humanities,4,76,0
city_10,0.895,Male,'Has relevent experience',no_enrollment,Masters,STEM,8,53,0
city_78,0.579,Male,'Has relevent experience','Full time course',Graduate,STEM,5,28,0
city_114,0.926,Male,'No relevent experience',no_enrollment,'High School',STEM,4,46,0
city_75,0.939,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,39,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,19,18,0
city_40,0.776,Male,'Has relevent experience','Full time course',Masters,STEM,15,39,0
city_100,0.887,Male,'Has relevent experience',no_enrollment,Masters,STEM,15,24,0
city_21,0.624,Male,'No relevent experience','Full time course',Masters,STEM,3,90,0
city_114,0.926,Male,'No relevent experience',no_enrollment,Graduate,STEM,10,10,0
city_46,0.762,Male,'No relevent experience',no_enrollment,Phd,STEM,14,188,0
city_36,0.893,Male,'No relevent experience','Full time course',Graduate,STEM,10,29,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,16,88,0
city_114,0.926,Male,'No relevent experience','Full time course',Graduate,STEM,16,13,0
city_102,0.804,Male,'Has relevent experience',no_enrollment,Masters,STEM,9,117,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,20,74,0
city_104,0.924,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,25,0
city_75,0.939,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,18,0
city_116,0.743,Male,'Has relevent experience',no_enrollment,'High School',STEM,4,14,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,188,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,Humanities,>20,18,0
city_77,0.83,Male,'No relevent experience',no_enrollment,'Primary School',STEM,2,7,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,11,74,0
city_21,0.624,Male,'No relevent experience',no_enrollment,Graduate,STEM,<1,12,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,35,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,'No Major',10,104,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,113,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,16,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,11,53,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,110,0
city_104,0.924,Male,'No relevent experience','Full time course',Graduate,Other,5,50,0
city_23,0.899,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,110,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,6,0
city_157,0.769,Male,'Has relevent experience',no_enrollment,Masters,STEM,9,86,0
city_61,0.913,Male,'No relevent experience',no_enrollment,'Primary School',STEM,1,160,0
city_37,0.794,Male,'No relevent experience','Full time course',Graduate,STEM,2,178,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,4,0
city_116,0.743,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,157,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,168,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,29,0
city_136,0.897,Male,'Has relevent experience','Part time course',Graduate,STEM,3,31,0
city_36,0.893,Male,'Has relevent experience',no_enrollment,Masters,STEM,17,7,0
city_16,0.91,Male,'No relevent experience','Full time course','High School',STEM,8,64,0
city_176,0.764,Male,'Has relevent experience',no_enrollment,Masters,STEM,4,24,0
city_138,0.836,Male,'Has relevent experience',no_enrollment,Graduate,STEM,11,81,0
city_75,0.939,Male,'Has relevent experience','Part time course',Graduate,STEM,9,114,0
city_104,0.924,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,58,0
city_104,0.924,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,35,0
city_67,0.855,Female,'Has relevent experience',no_enrollment,Masters,STEM,6,45,0
city_173,0.878,Male,'Has relevent experience',no_enrollment,Masters,STEM,<1,70,0
city_19,0.682,Male,'Has relevent experience',no_enrollment,Graduate,Humanities,5,20,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,8,130,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,19,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,94,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,14,45,0
city_114,0.926,Male,'Has relevent experience','Full time course',Phd,STEM,2,47,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,61,0
city_100,0.887,Male,'Has relevent experience',no_enrollment,Graduate,STEM,11,36,0
city_46,0.762,Male,'Has relevent experience',no_enrollment,Graduate,Other,>20,172,0
city_73,0.754,Male,'Has relevent experience','Part time course',Graduate,STEM,11,91,0
city_104,0.924,Male,'No relevent experience','Full time course','High School',STEM,3,99,0
city_50,0.896,Male,'Has relevent experience',no_enrollment,Masters,'Business Degree',>20,168,0
city_102,0.804,Male,'Has relevent experience',no_enrollment,Graduate,STEM,12,79,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,232,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,>20,68,0
city_71,0.884,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,14,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,2,149,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,11,50,0
city_160,0.92,Male,'Has relevent experience','Full time course',Graduate,STEM,5,37,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,7,0
city_50,0.896,Male,'No relevent experience',no_enrollment,'Primary School',STEM,5,9,0
city_103,0.92,Male,'Has relevent experience','Part time course',Graduate,STEM,17,77,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,55,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,57,0
city_13,0.827,Male,'Has relevent experience',no_enrollment,Graduate,STEM,3,47,0
city_2,0.788,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,126,0
city_114,0.926,Male,'No relevent experience',no_enrollment,'High School',STEM,5,62,0
city_100,0.887,Male,'No relevent experience',no_enrollment,'High School',STEM,3,12,0
city_77,0.83,Male,'No relevent experience','Full time course','Primary School',STEM,8,10,0
city_75,0.939,Male,'No relevent experience','Part time course',Graduate,STEM,11,26,0
city_21,0.624,Male,'Has relevent experience','Full time course',Masters,STEM,5,31,0
city_28,0.939,Male,'Has relevent experience',no_enrollment,Phd,STEM,>20,38,0
city_114,0.926,Male,'No relevent experience','Part time course','High School',STEM,4,59,0
city_50,0.896,Male,'No relevent experience',no_enrollment,'High School',STEM,2,174,0
city_103,0.92,Male,'No relevent experience',no_enrollment,'Primary School',STEM,4,6,0
city_36,0.893,Male,'Has relevent experience','Part time course',Graduate,Humanities,17,26,0
city_114,0.926,Other,'Has relevent experience',no_enrollment,Graduate,STEM,>20,154,0
city_50,0.896,Male,'Has relevent experience',no_enrollment,Masters,STEM,10,122,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,34,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,10,101,0
city_16,0.91,Male,'Has relevent experience','Full time course',Graduate,STEM,15,37,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,45,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,36,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,37,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,47,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,Other,10,39,0
city_97,0.925,Male,'Has relevent experience',no_enrollment,Graduate,STEM,14,17,0
city_16,0.91,Male,'No relevent experience','Part time course','High School',STEM,6,250,0
city_157,0.769,Male,'Has relevent experience',no_enrollment,Graduate,Humanities,8,56,0
city_71,0.884,Male,'Has relevent experience',no_enrollment,Masters,STEM,2,10,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,16,99,0
city_134,0.698,Male,'No relevent experience',no_enrollment,Masters,STEM,12,157,0
city_103,0.92,Female,'No relevent experience',no_enrollment,Phd,STEM,8,3,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,'No Major',16,53,0
city_104,0.924,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,142,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,19,55,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,12,202,0
city_173,0.878,Male,'No relevent experience',no_enrollment,'Primary School',STEM,6,12,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Graduate,STEM,3,22,0
city_102,0.804,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,54,0
city_116,0.743,Male,'No relevent experience','Full time course',Graduate,STEM,4,128,0
city_114,0.926,Male,'Has relevent experience','Part time course',Graduate,STEM,6,118,0
city_99,0.915,Male,'No relevent experience',no_enrollment,Graduate,STEM,2,31,0
city_75,0.939,Male,'No relevent experience','Full time course',Graduate,STEM,<1,94,0
city_102,0.804,Male,'No relevent experience',no_enrollment,Masters,STEM,18,149,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,14,0
city_101,0.558,Male,'Has relevent experience',no_enrollment,Graduate,STEM,4,80,0
city_21,0.624,Female,'No relevent experience','Full time course','High School',STEM,3,55,0
city_77,0.83,Male,'Has relevent experience',no_enrollment,Graduate,STEM,7,43,0
city_23,0.899,Male,'Has relevent experience','Full time course','High School',STEM,8,63,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,4,108,0
city_104,0.924,Male,'Has relevent experience',no_enrollment,'High School',STEM,14,38,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,5,110,0
city_102,0.804,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,44,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,21,0
city_114,0.926,Male,'No relevent experience',no_enrollment,Graduate,STEM,8,86,0
city_103,0.92,Male,'Has relevent experience','Part time course',Masters,STEM,11,102,0
city_103,0.92,Male,'No relevent experience','Full time course',Graduate,STEM,6,31,0
city_73,0.754,Male,'Has relevent experience',no_enrollment,'High School',STEM,7,48,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,286,0
city_28,0.939,Male,'No relevent experience',no_enrollment,Phd,STEM,>20,98,0
city_16,0.91,Male,'No relevent experience',no_enrollment,Masters,STEM,>20,156,0
city_90,0.698,Male,'Has relevent experience',no_enrollment,Graduate,STEM,11,47,0
city_100,0.887,Male,'No relevent experience',no_enrollment,Graduate,Humanities,15,86,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,68,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,18,110,0
city_114,0.926,Male,'Has relevent experience','Full time course',Masters,STEM,4,24,0
city_138,0.836,Male,'Has relevent experience',no_enrollment,Masters,STEM,11,144,0
city_103,0.92,Male,'No relevent experience',no_enrollment,'Primary School',STEM,5,25,0
city_165,0.903,Male,'No relevent experience',no_enrollment,'High School',STEM,7,41,0
city_100,0.887,Male,'No relevent experience','Full time course',Masters,Humanities,6,88,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,<1,110,0
city_64,0.666,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,42,0
city_159,0.843,Male,'No relevent experience','Full time course',Graduate,STEM,4,27,0
city_11,0.55,Female,'Has relevent experience',no_enrollment,Graduate,STEM,9,23,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,11,26,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,68,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,'Business Degree',12,113,0
city_114,0.926,Female,'Has relevent experience','Part time course','High School',STEM,1,35,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,14,54,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Masters,STEM,3,28,0
city_176,0.764,Male,'Has relevent experience',no_enrollment,'High School',STEM,4,114,0
city_114,0.926,Male,'No relevent experience','Full time course',Graduate,STEM,7,46,0
city_21,0.624,Male,'No relevent experience','Full time course',Graduate,STEM,1,63,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,12,17,0
city_158,0.766,Male,'Has relevent experience','Full time course','High School',STEM,6,131,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,9,20,0
city_102,0.804,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,21,0
city_114,0.926,Male,'Has relevent experience','Full time course',Graduate,STEM,8,41,0
city_160,0.92,Male,'Has relevent experience',no_enrollment,Masters,STEM,8,10,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,16,9,0
city_36,0.893,Male,'Has relevent experience',no_enrollment,Masters,STEM,10,58,0
city_149,0.689,Male,'Has relevent experience','Full time course',Graduate,STEM,16,51,0
city_21,0.624,Male,'Has relevent experience','Full time course',Graduate,STEM,3,113,0
city_136,0.897,Female,'Has relevent experience',no_enrollment,Masters,STEM,12,35,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,56,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,Humanities,>20,67,0
city_11,0.55,Male,'Has relevent experience',no_enrollment,Graduate,STEM,8,11,0
city_160,0.92,Male,'Has relevent experience','Full time course',Graduate,STEM,18,68,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,STEM,8,102,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,70,0
city_136,0.897,Male,'No relevent experience',no_enrollment,'High School',STEM,4,42,0
city_114,0.926,Male,'Has relevent experience',no_enrollment,Masters,STEM,18,178,0
city_103,0.92,Male,'No relevent experience',no_enrollment,Graduate,STEM,5,94,0
city_61,0.913,Female,'Has relevent experience',no_enrollment,Masters,STEM,5,78,0
city_138,0.836,Male,'Has relevent experience','Part time course','High School',STEM,9,8,0
city_67,0.855,Female,'No relevent experience','Full time course','High School',STEM,3,56,0
city_136,0.897,Male,'Has relevent experience',no_enrollment,Graduate,STEM,14,128,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Masters,STEM,>20,20,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,13,45,0
city_50,0.896,Male,'No relevent experience',no_enrollment,Graduate,STEM,>20,72,0
city_16,0.91,Female,'Has relevent experience',no_enrollment,'High School',STEM,2,25,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,Arts,10,188,0
city_114,0.926,Male,'Has relevent experience','Full time course',Graduate,STEM,6,54,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,70,0
city_57,0.866,Male,'Has relevent experience',no_enrollment,Masters,STEM,10,141,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,15,17,0
city_71,0.884,Male,'Has relevent experience','Full time course','Primary School',STEM,4,46,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,2,135,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Graduate,'Business Degree',4,34,0
city_21,0.624,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,26,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,6,46,0
city_149,0.689,Male,'Has relevent experience',no_enrollment,Graduate,STEM,10,34,0
city_136,0.897,Male,'No relevent experience','Full time course',Graduate,STEM,6,30,0
city_104,0.924,Male,'No relevent experience',no_enrollment,Masters,STEM,13,30,0
city_21,0.624,Male,'No relevent experience','Full time course','High School',STEM,<1,200,0
city_157,0.769,Male,'Has relevent experience','Part time course',Graduate,STEM,5,11,0
city_98,0.949,Male,'Has relevent experience',no_enrollment,'High School',STEM,2,20,0
city_114,0.926,Male,'Has relevent experience','Part time course',Graduate,STEM,10,4,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,'Primary School',STEM,8,180,0
city_90,0.698,Male,'No relevent experience',no_enrollment,Graduate,STEM,8,200,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,>20,28,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,10,50,0
city_103,0.92,Female,'Has relevent experience',no_enrollment,Phd,STEM,5,82,0
city_21,0.624,Male,'No relevent experience','Full time course',Graduate,STEM,3,22,0
city_16,0.91,Male,'Has relevent experience',no_enrollment,Graduate,STEM,5,25,0
city_61,0.913,Male,'No relevent experience',no_enrollment,Graduate,STEM,1,52,0
city_20,0.796,Male,'Has relevent experience',no_enrollment,Graduate,STEM,14,20,0
city_103,0.92,Male,'Has relevent experience',no_enrollment,Graduate,STEM,17,8,0
city_176,0.764,Male,'Has relevent experience',no_enrollment,Masters,STEM,4,62,0
